"","symbol","conc_0nM","conc_20nM","conc_200nM","conc_2000nM"
"406","CG5004",1,0.895426002368247,0.698896370104337,0.707070174648117
"407","CG5027",0.642465094423474,0.658383922048392,0.934714385891538,1
"408","CG5044",1,0.722824943405555,0.569789697540528,0.488337205880581
"409","CG5065",0.276377016880002,0.482438544888509,0.757450067071165,1
"410","CG5114",0.71804967668242,0.900050253584195,1,0.922500203822414
"411","CG5151",1,0.743872903052766,0.554792851429269,0.621602549933449
"412","CG5191",0.990635472769288,1,0.660351195387545,0.691984093128449
"413","CG5326",1,0.960248794083363,0.715276880994331,0.728765780928995
"414","CG5498",1,0.864599232905529,0.672027594682467,0.591856896618465
"415","CG5522",1,0.746259008870997,0.572243424971165,0.571056930039995
"416","CG5541",1,0.85370797372343,0.760770839651462,0.610706336395759
"417","CG5590",0.977320063253926,1,0.832085093538159,0.75641264349898
"418","CG5599",1,0.352303666954298,0.214281115969111,0.148850073542915
"419","CG5639",0.0466849468060517,0.0511570600490282,0.38709528603598,1
"420","CG5704",1,0.862166494172921,0.510043279892701,0.483687812210732
"421","CG5789",0.697114759033058,0.783972382329402,0.969025935940106,1
"422","CG5902",0.831756754232699,0.855870654230947,1,0.990067685123333
"423","CG5903",1,0.869560364062736,0.842754952629204,0.698942179860422
"424","CG5946",1,0.931209486820387,0.787375112774503,0.746898754607564
"425","CG5953",0.465497558985804,0.71909071145407,0.785206725169177,1
"426","CG5989",1,0.884824124211602,0.772139058194361,0.695491313123014
"427","CG6013",0.672492163087584,0.699018383494704,0.911167105623289,1
"428","CG6026",0.899322403256325,1,0.459106184912615,0.39838624051047
"429","CG6040",1,0.780904995024992,0.527334420872332,0.578852524866411
"430","CG6044",0.542292647845841,0.709540819988326,0.847595920539913,1
"431","CG6118",0.221348959319251,0.232671840639262,0.344577799681414,1
"432","CG6142",1,0.232794394144506,0.00799904111048345,0.00646017967465876
"433","CG6163",1,0.870097299927262,0.718549174844204,0.476845121456154
"434","CG6171",1,0.894125338688366,0.753906567847739,0.656039620230474
"435","CG6175",1,0.594763168555841,0.287273180675757,0.199919867288594
"436","CG6178",1,0.803350595618453,0.641446023420736,0.492388344663226
"437","CG6191",1,0.115208987161471,0.100631852028539,0.0729845859702116
"438","CG6231",1,0.761796701177813,0.396014645465057,0.274786602217817
"439","CG6280",1,0.300071061274557,0.156405422005089,0.198040057213421
"440","CG6287",0.328909259463147,0.46595527995077,0.817363148076504,1
"441","CG6362",0.516824218555852,0.616255522382721,0.752382479508963,1
"442","CG6420",0.815599080417126,0.877919076792388,0.902135861563704,1
"443","CG6426",0.157445346684737,0.316153505635231,0.755588326624668,1
"444","CG6512",1,0.881991141858243,0.784533724453922,0.740693150279569
"445","CG6638",1,0.77470896735186,0.737005848496229,0.650204638830196
"446","CG6739",1,0.758041431741744,0.434167161120978,0.268068357067488
"447","CG6805",0.763712513072162,0.824190847590525,0.89682233313942,1
"448","CG6891",0.709229812638386,0.872149997496849,0.978022894740181,1
"449","CG6959",1,0.935372166381836,0.70387451052324,0.724356276994307
"450","CG7059",1,0.607030757990092,0.365013530637128,0.260202472827045
"451","CG7173",0.609749163820157,0.636101679895853,0.767056698944873,1
"452","CG7201",1,0.973102324510857,0.419212964174268,0.28002740223391
"453","CG7255",1,0.632880819679816,0.2430700925703,0.248725214333958
"454","CG7265",1,0.939912341702881,0.834045647809052,0.73139579277647
"455","CG7432",1,0.654870774690128,0.185532534476177,0.171039470461024
"456","CG7504",1,0.903441109217959,0.748581905968823,0.748748256788347
"457","CG7530",1,0.802215131698393,0.536012405687243,0.580178721769769
"458","CG7536",0.759518244069595,0.797143910426734,1,0.984739414623955
"459","CG7639",1,0.819519316095781,0.666446641458326,0.606300763399523
"460","CG7720",0.039018635085801,0.155041907431992,0.594956162774076,1
"461","CG7744",0.701659288261757,0.772342314943096,1,0.934518958013512
"462","CG7766",1,0.907944984009115,0.719289352219162,0.741188414685175
"463","CG7860",0.635694755802338,0.713982907599251,0.975446485786075,1
"464","CG7872",0.322712591800519,0.518462208363916,1,0.941073840972568
"465","CG7896",1,0.962746586522853,0.89335196212184,0.855980995047716
"466","CG7920",1,0.912329859734433,0.830748571767863,0.804926240729255
"467","CG7985",1,0.968745401589077,0.850042396369823,0.699625529588308
"468","CG7987",1,0.871430373052257,0.716650522472228,0.688398383719888
"469","CG8031",0.170997934633551,0.373025556825017,0.809774929709151,1
"470","CG8034",1,0.68789492184736,0.533621885260565,0.51964439675734
"471","CG8080",0.517294051529459,0.678243319437588,1,0.942938008604575
"472","CG8170",1,0.219856842887607,0.0351678129932641,0.0355375878080437
"473","CG8172",0.161094013008018,0.482100843448923,0.836808625100198,1
"474","CG8173",1,0.812682447801328,0.69266065260201,0.664975277275628
"475","CG8312",1,0.91899991940856,0.794247501464671,0.786079993472317
"476","CG8399",1,0.889533089351119,0.616378722321162,0.570314517162878
"477","CG8420",0.254863512651149,0.366706738920474,0.641096620421535,1
"478","CG8468",0.942415928894931,1,0.703595431469787,0.656648477021273
"479","CG8478",1,0.889978963734061,0.74441676691195,0.64272075849824
"480","CG8485",0.788838429492114,0.814587285473876,0.990326823104429,1
"481","CG8492",1,0.270673811042366,0.291410772935836,0.080169128618995
"482","CG8507",0.716022772727582,0.784639126287516,0.852349902448244,1
"483","CG8547",1,0.569734874204801,0.134962366983304,0.11016933233989
"484","CG8563",1,0.991470625938706,0.425941379569571,0.386007696100411
"485","CG8613",1,0.879089672718088,0.747880489576253,0.697109620874087
"486","CG8630",1,0.802445050383846,0.353812310795191,0.256466936261235
"487","CG8668",0.484051844618226,0.580474015092226,0.851535771286125,1
"488","CG8778",1,0.896816513566298,0.749583529905459,0.606510314451413
"489","CG9003",0.676426101362369,0.713972134924478,0.910112859953159,1
"490","CG9005",0.148847815624382,0.313620553046171,0.771259656397408,1
"491","CG9095",1,0.390430878915345,0.361857261062033,0.403955698422155
"492","CG9184",0.104470960215281,0.145848934188667,0.492284728331903,1
"493","CG9265",1,0.23074605714427,0.105839114655658,0.0781546311562056
"494","CG9297",0.190658904789589,0.249352915017937,0.377488620868325,1
"495","CG9328",1,0.843765117604049,0.567662656544181,0.557996098586181
"496","CG9331",0.696281582005538,0.788467351011194,0.909418119737448,1
"497","CG9336",1,0.69351254883273,0.36366571736186,0.235706060659265
"498","CG9338",1,0.728773225154442,0.255225100114281,0.170304088239516
"499","CG9399",1,0.606801599826744,0.450427380492897,0.440695050792458
"500","CG9411",1,0.365000647914301,0.191762169062546,0.168934700375034
"501","CG9416",0.0253097331611383,0.154997052376635,0.831198864570898,1
"502","CG9485",1,0.47747490590317,0.185982933923433,0.217589990735995
"503","CG9503",0.311182488868796,0.748379235324893,1,0.933156857991409
"504","CG9522",0.00845418802855334,0.0246877502715025,0.425392191198333,1
"505","CG9572",1,0.805983977645122,0.480055505691797,0.401661950338186
"506","CG9628",0.183612923178045,0.318915454073141,0.793228838505072,1
"507","CG9663",0.53716971707265,0.672070423811466,1,0.978454452356484
"508","CG9674",1,0.902822940264224,0.749582909848082,0.667836135612462
"509","CG9733",1,0.405916247960711,0.450528695305579,0.346960228620936
"510","CG9737",1,0.101521763186765,0.114631647960135,0.0589891543837687
"511","CG9747",1,0.837966063557888,0.449520405309867,0.458039362524863
"512","CG9776",1,0.924408393219323,0.867172406154923,0.795090682683512
"513","CG9782",1,0.909338786450961,0.65548730371493,0.709085373416278
"514","CG9801",1,0.809701388406945,0.576409270271301,0.51513773173215
"515","CG9815",1,0.518208646751334,0.465617043580222,0.385442642936144
"516","CG9896",0.195089071824248,0.415136838533326,0.795583138412696,1
"517","CG9932",0.886916943590793,1,0.658153852923586,0.595266429733174
"518","CG9941",0.707065332035394,0.794716894039996,0.961632891732524,1
"519","chas",0.758813360084198,0.819300854220954,0.895968542661596,1
"520","Chd64",1,0.709054996313323,0.414872060690384,0.380907241493634
"521","cher",1,0.882891796170584,0.699132253492002,0.772968937706134
"522","CHES-1-like",1,0.750943559293546,0.477130130548385,0.433756213527157
"523","chic",0.732080286578619,0.831878006391653,0.949158667500247,1
"524","chif",0.749036500942445,0.811236278929922,0.858325977448979,1
"525","chinmo",1,0.240231397238087,0.044089990108702,0.0448277765507369
"526","CHKov1",0.583995684991283,0.663096248131347,0.863559478988025,1
"527","chn",1,0.792528473719109,0.520052806411858,0.434061718237993
"528","chrb",1,0.743716776030622,0.501090968025123,0.493398706747559
"529","Cht10",0.307853598542521,0.566764161309583,1,0.97871870165903
"530","Cht5",0.326461249562966,0.418119419311451,0.86515707046788,1
"531","Cht6",1,0.550602546196436,0.311433246173981,0.311653258365781
"532","Cht7",1,0.882410729807285,0.469278891157085,0.411190670616045
"533","cib",0.820377260918384,0.844186812950139,0.917807072603833,1
"534","cic",1,0.814528500136756,0.612335943532556,0.585486530855235
"535","cindr",0.465960742370402,0.627416690469089,0.768962837022818,1
"536","Cip4",0.750665190344758,0.81014385984739,0.880504268861095,1
"537","ck",0.636110078958863,0.703017579448259,0.953295072244215,1
"538","Cka",0.85622716323412,0.910416243505027,1,0.96769221210177
"539","ckn",1,0.964496201589405,0.895868423457515,0.845823210969029
"540","Cks30A",1,0.903437645689554,0.746100997185098,0.71600089739694
"541","ClC-c",0.757409109809662,0.831002160776396,0.995522615842888,1
"542","CLIP-190",1,0.79898306399365,0.560251816385989,0.495704375491432
"543","Cln7",0.364928296701855,0.548744157739874,0.867812740338519,1
"544","cmet",1,0.916949754597807,0.786314355822105,0.699702831672749
"545","CNBP",1,0.934921967509125,0.844530838314147,0.778446380684283
"546","cnc",0.485409405143842,0.61130772667015,0.858974253177453,1
"547","cnn",1,0.916383609462447,0.799929547143548,0.730454920761178
"548","Cnx99A",0.833431102154248,0.839023364106356,0.955261779546772,1
"549","Col4a1",1,0.755170754648045,0.610253415968296,0.580380311397938
"550","cora",1,0.94834251062617,0.834247793584178,0.874162614692883
"551","corn",1,0.829541646311059,0.589659894262134,0.572453276293942
"552","Cortactin",0.839597763160444,0.840265816573675,0.895209835056858,1
"553","Cow",0.310388403781592,0.474332351860888,0.53193479079631,1
"554","cpa",0.75473700798139,0.822673898500244,0.914570173096096,1
"555","Cpr",1,0.688297299235696,0.588852906788697,0.559271195596839
"556","Cpr11A",0.347363516204561,0.280559473202289,1,0.91338019791933
"557","Cpr49Ac",0.0217007627997662,0.140108195123843,0.796221973865532,1
"558","Cpr49Ah",0.74847172501279,1,0.687937831453823,0.585069152878048
"559","Cpr51A",1,0.45508112652358,0.171231412744456,0.214277293578717
"560","Cpr66D",1,0.685949421504341,0.254112443660199,0.389380928508504
"561","Cpr78E",0.305542887043912,0.500430192806933,0.63296002990292,1
"562","CRAT",0.997879364038561,1,0.795433693242491,0.793924618698439
"563","CrebA",0.266056132784552,0.418629572358739,0.848185667073841,1
"564","crm",1,0.902007401514597,0.838843411858283,0.804268260472736
"565","Cse1",1,0.839528442201224,0.724519923616362,0.66874917270276
"566","Csk",0.829683656168,0.833591515082858,0.887897922401916,1
"567","CstF50",1,0.951314691165096,0.819313741461746,0.689440475237499
"568","Ctl2",0.648466118533455,0.73653641827722,0.922427280091503,1
"569","Ctr9",1,0.90150676891665,0.854912481320474,0.839214557529195
"570","ctrip",0.610927362170831,0.726981980479606,0.926984479728514,1
"571","Culd",0.460722766116733,0.584280556381615,0.835413559421166,1
"572","cv-2",1,0.8896646956605,0.753591390043109,0.805433095026965
"573","cv-c",0.353599243387422,0.520351235023093,0.858030515934196,1
"574","cwo",1,0.829326994376188,0.702045233409477,0.710047214213777
"575","CycB",1,0.87552026973006,0.751716392008116,0.638421812577809
"576","CycB3",1,0.92123751091161,0.771082442841503,0.653133817754984
"577","CycE",0.714530469745873,0.774946574795867,1,0.865924694424202
"578","CycT",0.861616293944197,0.83652932543798,0.964579142879503,1
"579","CycY",0.86357481151249,0.854456177317797,0.93618038536568,1
"580","Cyp18a1",0.00197784515230187,0.0352772735798875,0.421663343196331,1
"581","Cyp310a1",1,0.806730750787663,0.148919349491178,0.179974051141645
"582","Cyp49a1",1,0.157631838211054,0.137071952940988,0.0879786637010085
"583","Cyp4e2",0.262250801474272,0.44002139691806,0.915285420093157,1
"584","Cyp4p1",0.0407791773040895,0.0182961319495715,0.224185296863556,1
"585","Cyp6a17",1,0.494674128668739,0.418549091837234,0.269066192601405
"586","Cyp6a23",1,0.397400491955217,0.434829938691795,0.221687461392623
"587","Cyp6u1",1,0.928772776030536,0.783055929880385,0.690276031424415
"588","cysu",0.263109533726208,0.421763834705618,0.773092386231326,1
"589","d",1,0.920090909745239,0.774979001229786,0.794996484916238
"590","D2hgdh",1,0.705914376541734,0.411515672729225,0.362883631352526
"591","DAAM",0.114176683907831,0.379246887187485,0.848767989308543,1
"592","dah",1,0.863446683895466,0.701918554843584,0.589916211372457
"593","dap",1,0.950585953277774,0.719104900788732,0.607697580039233
"594","dar1",0.515245708352357,0.693670063739518,0.862168671537005,1
"595","Dark",0.528103338880745,0.637174409758703,0.869683554926605,1
"596","daw",0.1449436569588,0.0839113589262502,0.849098557335753,1
"597","dbo",0.761095965777229,0.794653960935721,0.940107338874182,1
"598","DCTN1-p150",0.815682268432395,0.851369003904402,0.94762930576259,1
"599","Ddc",1,0.742174867353515,0.434995945430926,0.610963061868065
"600","Dek",1,0.934530553544912,0.866863832189574,0.831290699432515
"601","Den1",0.977803760034037,1,0.904697310510557,0.78075113568872
"602","Desat1",1,0.919733590736527,0.723966233786181,0.685710091156222
"603","Dgp-1",0.683910041011729,0.601729574939317,1,0.923678779832091
"604","dgt3",1,0.911077325308648,0.705809849884045,0.698584340902394
"605","dgt5",1,0.974850435996655,0.813195731408785,0.786790972486512
"606","Dh31-R",0.595355578267175,0.70006433357055,1,0.980133976538153
"607","Dhc93AB",0.321008505911822,0.459829291761804,0.661511066031559,1
"608","dia",1,0.837708396003404,0.687497517094735,0.669011004360864
"609","Diap2",1,0.890216594329746,0.79641782283659,0.793372237312956
"610","Dif",1,0.800792014613275,0.342620025553749,0.400724968681031
"611","disco",0.324087915431429,0.483937857802668,0.947670887697876,1
"612","disco-r",0.186953958049816,0.487490030857612,1,0.851509979469805
"613","dl",1,0.881394705204854,0.660369036162546,0.717617153249383
"614","Dl",0.711766203926395,0.791438086603938,0.852043279140129,1
"615","Dlg5",0.780930205186166,0.838513014116878,0.922133306089594,1
"616","Dll",0.516470265363269,0.736254964085165,0.931963956981243,1
"617","dmGlut",0.365965608209489,0.738375406477853,1,0.918265618590141
"618","Dmtn",0.624735075189581,0.68109132271907,0.852536255043799,1
"619","DnaJ-H",0.703679015001478,0.814909789036766,0.936600767667166,1
"620","DNAlig4",1,0.794656652374113,0.682746235931821,0.667945821310649
"621","DNApol-eta",1,0.827254021272328,0.696256089066035,0.701973845643046
"622","DNApol-zeta",1,0.709333658707985,0.499409766378407,0.428812487905831
"623","dnr1",1,0.830392985151236,0.479850672089517,0.341656713258728
"624","dnt",0.651567014704815,0.76563006109851,0.98474275713098,1
"625","Doc3",0.698898120925274,0.79557263629737,0.924376433295432,1
"626","dor",0.952134166687345,1,0.893219732274884,0.80089994845438
"627","DOR",1,0.469509412218954,0.0866710122008739,0.0839626171352571
"628","dpa",1,0.899624551107378,0.843272994641168,0.734021186545634
"629","dpp",0.650958988211065,0.772552437305583,0.90573186354783,1
"630","dpr16",1,0.924640529636313,0.494237020319284,0.430581946462409
"631","Drep1",1,0.729092578604419,0.493678957614809,0.414762724006005
"632","Drice",0.798744113390953,0.827782506754434,0.940231967070562,1
"633","Drip",1,0.693291538958143,0.506993732491091,0.385090033231766
"634","drl",0.728518090513385,0.792635631777189,0.848863007951071,1
"635","drm",0.757994657708416,0.822408329142198,1,0.98674155072399
"636","Droj2",0.853572937572382,0.890792862153383,0.97009054937903,1
"637","Dronc",0.32038389441243,0.436823500849615,0.804157211125005,1
"638","dsd",0.703674982922044,0.735313792503798,0.918335960918637,1
"639","Dsp1",1,0.919284173769743,0.897957893417919,0.815267121482223
"640","Dtg",0.44601398906995,0.674645620760242,0.834778765942335,1
"641","dtn",0.71208534269698,0.727473754468968,0.879364043912609,1
"642","Dyb",0.834689465464201,0.886041547631435,0.943350579685984,1
"643","Dyrk2",0.245553254678508,0.386667063514186,0.73972489401508,1
"644","E(spl)m2-BFM",0.627719222459395,0.832405934340051,0.876934554748696,1
"645","E(spl)m3-HLH",1,0.857603881702343,0.724686518290983,0.754176416952679
"646","E(spl)m6-BFM",1,0.809520331072908,0.530956150444162,0.609778075888317
"647","E(spl)m7-HLH",1,0.760800811643408,0.54133986452026,0.466854928088377
"648","E(spl)mgamma-HLH",1,0.694245040425316,0.504430477166001,0.516726476139869
"649","e(y)3",0.767450644438222,0.829529411082738,0.965530071339236,1
"650","E2f1",0.593580158903108,0.793090625222339,0.968541351858487,1
"651","E2f2",0.780868280730562,0.842668621330966,0.960392647956233,1
"652","E5",0.679703336351513,0.85529105216159,0.942881727704562,1
"653","ea",1,0.73974571508056,0.477818687882148,0.458258806372173
"654","Eaf",1,0.893639067882676,0.827675413278602,0.773757418561664
"655","eas",0.677406505433639,0.813683530172358,0.985755261768211,1
"656","EcR",1,0.522633766980258,0.335368487060135,0.287164799398715
"657","Edem2",0.823196977616591,0.831841817725879,0.990638720334271,1
"658","edl",0.625654510508821,0.808448576507087,0.972920874536488,1
"659","eff",0.803439380855305,0.839888363997515,0.916861901972682,1
"660","Efr",1,0.823878734555715,0.712945547504241,0.634737882591367
"661","Egfr",0.734251684151246,0.829797606478257,0.907434949658109,1
"662","Egm",1,0.893578033784815,0.783223428520509,0.734874939946546
"663","eIF1",0.771770999116694,0.891202177597081,0.952039154886835,1
"664","Eip55E",0.957067434396233,1,0.749174889419989,0.717158189450614
"665","Eip74EF",0.236769570065401,1,0.536562912897738,0.666103442233048
"666","Eip75B",0.0105601565103304,0.491583327328619,0.77868210517353,1
"667","Eip78C",0.00374268014889152,0.0335115578951166,0.645503410034341,1
"668","elav",0.527316784755787,0.600437408860247,0.822020475494837,1
"669","elB",0.819252971278251,0.885761552038294,0.958527040474634,1
"670","elgi",1,0.978338137241754,0.877061189744426,0.805546430611125
"671","elm",1,0.864815250526274,0.696169717880817,0.803866921041123
"672","ELOVL",0.204664869255525,0.674917719922405,1,0.712776681842983
"673","Elys",1,0.923576409087115,0.877274522668562,0.792618953924893
"674","emc",0.587449460901246,0.692842825972519,0.815773171069432,1
"675","emp",0.701953475885636,0.930350169293044,0.902510160984428,1
"676","ems",0.504161822395169,0.75254456804675,0.857901473463771,1
"677","en",0.819236185900746,0.92244468316786,0.983864337671137,1
"678","ena",0.559881498951429,0.627669157589431,0.76991025068802,1
"679","Eno",1,0.91480730771671,0.786159740642199,0.791561497767257
"680","ens",0.867539349272047,0.877383147192784,0.92767110947986,1
"681","Ephrin",0.760251176190913,0.788506055095657,0.89697755260216,1
"682","eRF3",0.768321962418051,0.840610610726661,0.988414132088341,1
"683","Esp",1,0.549491800789448,0.416613579511973,0.360669426845575
"684","Esyt2",1,0.893712867598667,0.645249770153291,0.611935635155178
"685","Etf-QO",1,0.930247411705893,0.778699319619868,0.666182149563335
"686","exp",1,0.523149997417153,0.371091368727875,0.403074079154476
"687","eya",0.570012122429572,0.688883536720356,1,0.991250060783678
"688","eyg",0.569088028502908,0.781421646996365,0.965366107787897,1
"689","f",0.312907124947308,0.784830062342738,0.995324267687473,1
"690","fal",1,0.79850264851254,0.566036033650388,0.665668245768048
"691","fand",1,0.819004863253874,0.764858457860795,0.707720439344224
"692","Fas1",1,0.884465419612632,0.740909320361859,0.783058283857371
"693","Fas3",1,0.92278915151234,0.766028294379039,0.721572912786432
"694","FASN1",0.563904961755243,0.479540202418357,0.792550706277114,1
"695","Fatp1",0.693227786407396,1,0.784728864595948,0.739727133140044
"696","Fbxl7",0.768323475515733,0.814609814935155,0.915850481652155,1
"697","FBXO11",0.783373640242826,0.807213541349105,0.938408085277595,1
"698","fdl",0.83654516685024,0.829065440063636,0.959608717379494,1
"699","feo",1,0.892922307253234,0.730960494506304,0.625331630344146
"700","FER",0.752303761636394,0.938846410473431,0.963673657618245,1
"701","Fer1HCH",1,0.89173579646148,0.834951543756844,0.824971688248378
"702","Fer2LCH",1,0.903381671331791,0.842567115340429,0.840764638536132
"703","Fili",0.81983790588802,0.827201433423147,0.881568168974202,1
"704","Fim",0.663303750595679,0.755726899429374,0.897432325617449,1
"705","firl",0.900342169785483,1,0.30880476409389,0.382451506737535
"706","Fit1",1,0.834165700533644,0.764520260366752,0.735193152476667
"707","fj",0.672722938791464,0.889200363336022,0.899506697513222,1
"708","Fkbp14",0.072040493486065,0.196242019460262,0.723063568266312,1
"709","flfl",0.799627599037476,0.871968361438496,0.955254224710592,1
"710","fliI",0.783111950527709,0.827157767769873,0.980810167064335,1
"711","Flo1",1,0.903234419059567,0.821718168941122,0.749323727740007
"712","Fmr1",0.810328993761185,0.860234490453594,0.984538062366708,1
"713","fog",0.646893952137216,0.615755291217402,0.798425048304647,1
"714","fok",0.162931085768726,0.4063135928756,0.863991019302471,1
"715","fon",1,0.178726073132251,0.206590715259949,0.0880486450855894
"716","for",0.680696465508269,0.817077217187775,0.936684675468649,1
"717","FoxK",1,0.927274870610329,0.8158442003719,0.82852585797281
"718","Fpps",0.768085376195781,1,0.941084423010856,0.950460026167494
"719","fra",0.665171457520137,0.712754914980671,0.825874018598733,1
"720","fray",0.670764097982916,0.711242957884862,0.888622725601463,1
"721","frm",0.529776769332828,0.615337055265697,0.67544274615399,1
"722","fru",1,0.512768108499249,0.0955655617324928,0.102101605633748
"723","Fs",1,0.541152242504435,0.491033944765975,0.623288858786222
"724","fs(1)h",1,0.933838976281604,0.849693053092885,0.844927205232264
"725","fs(2)ltoPP43",0.629632774515771,0.737251274940341,0.967287365058317,1
"726","ftz-f1",1,0.324532603569759,0.0271434271709456,0.0143694645096631
"727","Fur2",1,0.862906749539785,0.692607180143036,0.629476640852227
"728","fw",0.342310884525609,0.510287421216074,0.784826691268782,1
"729","fwe",0.839945743414651,0.921498725309288,0.991972520728376,1
"730","fz2",0.768453624988301,0.808540772675464,0.904910343999344,1
"731","fz3",0.631006960232124,0.751494566479625,0.915561959400098,1
"732","fzy",1,0.918339437034664,0.849843119949513,0.804166764945988
"733","GABA-B-R3",0.0956583852006606,0.200725195114804,0.473574721455862,1
"734","Gale",0.326254675629455,0.557827935178715,0.8322390127188,1
"735","galectin",1,0.897513278374994,0.727192887876594,0.721105794725102
"736","Galphao",0.787783155040329,0.794539122302711,0.94373392524051,1
"737","Gapdh2",1,0.880104847740425,0.65377850380201,0.616180830897044
"738","Gart",1,0.951453601392889,0.766076411943025,0.77609784395566
"739","Gasz",1,0.834405823285105,0.728039789435148,0.644364227598059
"740","Gbs-76A",1,0.691159424931379,0.0956200886602359,0.0810829644376436
"741","gcl",1,0.536325417663409,0.296773311693775,0.250903084313472
"742","Gclc",1,0.802195724444494,0.614968655770573,0.649390793748646
"743","Gcn2",1,0.881906500244944,0.809551350218921,0.670547938333006
"744","Gcn5",1,0.835020062541109,0.854011368880184,0.682794923423181
"745","Gdap2",1,0.864162002542193,0.770129687239563,0.776964137197436
"746","Gdh",1,0.720176923420188,0.495182178719471,0.465466792397558
"747","Gdi",0.851759785955592,0.881810420256309,0.972879602473182,1
"748","GEFmeso",0.610011487397297,0.590071815662975,0.724142529042246,1
"749","geko",0.132487099076985,0.471453743631811,0.826581823636369,1
"750","Gem3",1,0.879474162880974,0.789896655087165,0.725073811768773
"751","Gfat1",1,0.772460367681212,0.385734279504233,0.300453685673399
"752","gish",0.742406158625477,0.835301191108775,0.921205248472344,1
"753","GlcT",0.709438338984756,0.704079301736751,0.793848173684247,1
"754","Gli",0.71997389645908,0.779921127976736,0.878579153034388,1
"755","glo",0.801955385149951,0.864216743545064,0.901487198421469,1
"756","glu",1,0.887800179479703,0.790351290021968,0.724170613281405
"757","GluProRS",1,0.890178945283198,0.812249896389078,0.780214603055344
"758","Glut1",0.287645601545107,0.451337031446432,0.77256691893498,1
"759","Glut4EF",0.105541372748923,0.183150476893439,0.617411149358531,1
"760","GlyP",1,0.695711867779037,0.4905255271939,0.506135644501816
"761","GlyS",1,0.850544585750854,0.562561607265973,0.529196752327462
"762","GNBP3",0.811781953215884,0.891127203766298,0.944509223527178,1
"763","Gnf1",1,0.944703935986542,0.876482452461758,0.817532313196361
"764","Gnpnat",0.996064264741442,1,0.72721375828867,0.718275878741676
"765","goe",1,0.900004472077545,0.796145756037106,0.738995656617795
"766","Got1",1,0.989814517068296,0.872418680565135,0.820744597232198
"767","Got2",1,0.890160730634782,0.648598562523185,0.610261200708507
"768","Gpat4",0.784195105456006,0.877431365102464,0.998998547177848,1
"769","Gpo1",1,0.774949648208769,0.578946970391286,0.471450660166529
"770","gpp",0.374655323169386,0.561220799785579,0.877711260638893,1
"771","GramD1B",0.767050047990261,0.80388117242173,0.929906461927147,1
"772","Grip",0.3211288502896,0.554986543294403,0.921423085717283,1
"773","Grip128",1,0.895520703249499,0.798554116648244,0.669368839580862
"774","grsm",0.495291894146922,0.699108762114959,0.915555042771384,1
"775","Gs1l",1,0.86117663865,0.698810781508129,0.726494743778315
"776","GstE1",1,0.757802900046271,0.417960784814598,0.209333506778362
"777","GstT1",1,0.9156048838145,0.646812990319005,0.469337206534767
"778","GstT4",1,0.909563115710169,0.634684493504428,0.57685889704457
"779","GstZ2",0.14422320188418,0.313963491832005,0.995208358220504,1
"780","gukh",0.443077641904577,0.622103935719805,0.842964117833469,1
"781","GV1",0.196067956088608,0.351228849413328,0.814500980751824,1
"782","Gyg",1,0.873385218138335,0.730157555094443,0.623807277298299
"783","H2.0",0.482279070927773,0.613929469990228,1,0.861906017189217
"784","haf",0.279903942028447,0.378810454391319,0.800311300023556,1
"785","HDAC6",1,0.922900519998811,0.796629803191292,0.780756388593609
"786","hdc",1,0.27013234356901,0.0376571128522636,0.0323035960390622
"787","hdly",1,0.897320653099596,0.789414076248355,0.761708835664748
"788","heix",0.746237412832388,0.859924586852532,0.962967214636063,1
"789","Hexo1",0.542103264911997,0.697307141602357,0.943083847425907,1
"790","hh",0.759701567868831,0.827009089839744,0.965218619899515,1
"791","hid",0.474787407628988,0.651415418412408,0.908425212297884,1
"792","HIP-R",0.671793727301723,0.722208449008722,0.863076053984872,1
"793","Hipk",1,0.886214472860245,0.727566166986826,0.811169169594163
"794","Hmr",1,0.931165737560772,0.788207837754766,0.783443279396648
"795","homer",0.784378320513569,0.874509999505489,0.956426079220166,1
"796","how",0.335726969557742,0.493488545187918,0.814926166951778,1
"797","hpo",0.796652515188925,0.849976297192654,1,0.964125615266637
"798","Hr39",0.158127797090447,0.325611415583766,0.756653099821687,1
"799","Hr4",0.00204641621441755,0.00601236215616889,0.397860577550464,1
"800","Hr78",0.628365022383351,0.763947635835397,0.951366531362153,1
"801","Hrb27C",0.885671866082029,0.914608352056197,1,0.994821498118366
"802","Hs6st",0.702494500612368,0.767350985532305,0.854910778572491,1
"803","Hsc70-3",0.663408962330533,0.757880665993737,0.931672251158607,1
"804","Hsc70-5",1,0.967234241116013,0.858660002315266,0.863108365129172
"805","Hsp27",0.24276324881328,0.472295700547283,0.872388544918231,1
"806","Hsp60A",1,0.890616005563382,0.738662941454003,0.695143645732085
"807","Hsp67Ba",0.368467695418546,0.555244559636324,0.846557159479821,1
"808","Hsp67Bc",0.354147278794937,0.36045464601134,0.730773271707271,1
"809","Hsp70Ba",0.250593115079345,0.134685349479429,0.224228338258721,1
"810","hth",0.657356567294096,0.795336371441079,0.905561243134866,1
"811","htl",1,0.991525849047652,0.656662026923065,0.614198785361677
"812","hts",1,0.950593633911442,0.851002961802594,0.897720231802802
"813","hui",1,0.954201449666732,0.765705180486349,0.783277868665323
"814","Hydr2",1,0.536382104697143,0.402656265984464,0.449852877695152
