"","symbol","conc_0nM","conc_20nM","conc_200nM","conc_2000nM"
"815","Ibf1",1,0.910781573720231,0.801349935477226,0.644864950030675
"816","ich",1,0.103648844909487,0.0688183365774019,0.341810034575317
"817","ics",1,0.861281362518144,0.61164962250176,0.707644078305287
"818","ida",1,0.937351855640838,0.742018050784644,0.719729794153917
"819","Idgf4",1,0.824108802192786,0.578605019531759,0.460335023215292
"820","Idgf6",1,0.774023731047778,0.625810742695705,0.483005002939154
"821","Idh",0.819076930735269,0.860350935338001,0.995775189695349,1
"822","if",1,0.55740246457917,0.346343956798428,0.31716510345647
"823","IFT54",0.133752496589033,0.342071963114485,0.58082250072175,1
"824","Ilp8",0.0398256361004143,0.238217622740154,0.478411671711867,1
"825","Imp",1,0.825948540246425,0.647097165292433,0.665652347052412
"826","ImpE1",0.00317186426379842,0.0370732483226739,0.637693158566773,1
"827","ImpE2",0.00637335351369223,0.0797109811119871,0.740589958253168,1
"828","ImpE3",0.227187204935197,0.34544047621036,0.890264898472773,1
"829","ImpL2",0.0804135884576437,0.177692976975841,0.768507431621984,1
"830","Incenp",1,0.926775665335395,0.831646734763944,0.73153417364356
"831","Indy",1,0.594477913225633,0.552283637761588,0.567613987123146
"832","Inos",0.59122947788976,0.783538745453908,0.938316463080886,1
"833","InR",0.244058980368626,0.488456535069708,0.81248652728774,1
"834","inv",0.781549284293368,0.882032352047113,0.944260333428174,1
"835","Inx2",0.681289872472349,0.802781150167667,0.992739028384937,1
"836","Inx3",0.650825993802117,0.77722843411076,0.910564215133546,1
"837","Inx5",0.184002504342981,0.191584894170289,0.695701063579097,1
"838","IP3K2",0.626374195866312,0.721478339504385,0.877522605555139,1
"839","Ipk2",0.768045085355696,0.849096781078174,1,0.998298175607062
"840","Irbp",1,0.762013187010168,0.58069898633316,0.560068990494593
"841","Ire1",0.790348225054123,0.791948447826562,0.883217398463018,1
"842","Irp-1B",0.713123662614133,0.839495855731796,0.891604822536096,1
"843","ITP",1,0.637652991495524,0.462235819562656,0.47930369806003
"844","Itpr",1,0.755861862809537,0.612591302950327,0.676450989050229
"845","Jabba",0.142822044417643,0.33687224487818,0.748215533836305,1
"846","Jafrac1",1,0.845692448669871,0.744511441979774,0.789132617175424
"847","jar",0.230026879496623,0.391215469357072,0.737655978434793,1
"848","jdp",1,0.730069953171009,0.459498127093913,0.292900789457775
"849","jigr1",1,0.799319317683001,0.693244172738929,0.626305719666306
"850","jim",1,0.869958398124048,0.578838195993821,0.457858816291708
"851","jing",0.315752524018807,0.527415853731112,0.811644568420017,1
"852","jnj",1,0.858897568145368,0.746811833863323,0.658263718323451
"853","jub",0.798047670550275,0.826593696445996,1,0.992382286882295
"854","jumu",0.976075062501314,1,0.678635154577569,0.527682185880882
"855","Kal1",1,0.948091850458157,0.810000709543869,0.796276652474793
"856","Kank",1,0.922810664407601,0.747487468788025,0.793220626449464
"857","Kap3",0.750120133170452,0.80882721575266,0.980134629107209,1
"858","kay",0.674128758238449,0.753455203027871,0.823594250595409,1
"859","Kdm2",1,0.882347099267826,0.664768264761386,0.625662252049073
"860","Keap1",0.416856618990502,0.586657019699137,1,0.939028905211031
"861","kek1",0.783673817704053,0.779995376551184,0.907365587749575,1
"862","ken",1,0.683784293930152,0.23525164463039,0.166603938706493
"863","key",1,0.974344522657311,0.757769956515182,0.786102680805882
"864","Khc",0.828427717467313,0.86773602266085,0.934970990471566,1
"865","kibra",1,0.758156498967407,0.657411314152743,0.75178151412779
"866","kis",0.788558689072212,0.831716443859081,0.924351118439286,1
"867","kkv",0.629193270027124,0.811579745602166,0.872519882221705,1
"868","Klc",0.813276236145297,0.884973877145968,0.961532361168193,1
"869","Klp3A",1,0.814894037553226,0.689358955834532,0.561613960468211
"870","Klp61F",1,0.908190099887841,0.771637307248634,0.730897564752315
"871","Klp67A",1,0.85428986586283,0.687787573350824,0.575307192071948
"872","klu",0.717948924752589,0.74147112627971,0.837689969578519,1
"873","kn",0.710176517516386,0.771101287536107,0.938696727065667,1
"874","knrl",0.574421866504464,0.707528792153172,1,0.966779021476873
"875","ko",0.523673954501915,0.666868512031837,0.803045729523748,1
"876","koi",1,0.899871455300105,0.817606489229568,0.834399872489207
"877","koko",0.627003844024608,0.768515390224998,0.932969775185731,1
"878","kon",0.612513789120443,0.67441656199381,0.771111054704696,1
"879","Kr-h1",0.820152539107767,1,0.750716721553577,0.581903036726371
"880","kra",0.44699858416045,0.660319930262993,0.962379825173695,1
"881","kst",1,0.831425845121988,0.623503028340157,0.652571772591764
"882","Ku80",1,0.833184371930276,0.641129522878352,0.510958286666231
"883","Kul",0.800916653480821,0.832331358494695,0.957511944257285,1
"884","kuz",0.672939484739945,0.727029409430134,0.866721552254448,1
"885","l(1)G0193",1,0.929350701386281,0.873091443147244,0.749133660221819
"886","l(1)G0196",1,0.927186906039711,0.71868971479084,0.763174668960327
"887","l(1)G0469",0.388896744992911,0.585869810665092,0.716864320058892,1
"888","l(2)03659",1,0.709025486061743,0.479541957761688,0.37622301561156
"889","l(2)37Cc",1,0.987077191301256,0.89114207889166,0.808367483378499
"890","l(2)k05911",0.402403514745964,0.586065830046584,0.873896105198825,1
"891","l(3)L1231",0.611938223183705,0.709650267714699,0.856700869107147,1
"892","Lac",0.670479922292292,0.807333195273217,0.90160185195547,1
"893","LamC",1,0.749184564410112,0.413359401711373,0.448414541302322
"894","LanA",0.695953645878911,0.741814169462763,0.830269508149862,1
"895","LanB1",1,0.884833416335009,0.757583676897999,0.70971935223897
"896","larp",1,0.821592118396635,0.607682470737898,0.61329059977079
"897","LBR",0.942779515198835,1,0.979168986323041,0.759826109347885
"898","Ldh",0.105121417621157,0.221163649102302,0.527840723595137,1
"899","lectin-46Cb",1,0.667748313180205,0.42096478070602,0.324432226416666
"900","Letm1",1,0.910774904227595,0.814994375697502,0.806119990801708
"901","LeuRS",0.832563672738297,0.894480362280744,0.965138958761016,1
"902","lft",0.814078873911031,0.848367658845862,0.982405891025328,1
"903","lig",0.570349121364089,0.671031695356932,0.891031428638454,1
"904","lilli",0.740908908260877,0.762365737308016,0.902053499791407,1
"905","lin",0.81945538514925,0.894250884407017,1,0.979351418396642
"906","Lis-1",0.798769806550954,0.861819126163684,0.947836589477831,1
"907","Lk6",1,0.865908959301935,0.740144429912078,0.693676864394168
"908","lncRNA:CR31781",0.49106870487221,0.550698457759282,1,0.98523758744096
"909","lncRNA:CR33938",0.175997635171696,0.336470380134533,0.653132355538772,1
"910","lncRNA:CR40469",0.0521390517144017,0.0483870139986753,0.15770702079175,1
"911","lncRNA:CR43334",0.189530196407834,0.50128640536794,1,0.961328418370057
"912","lncRNA:CR43432",0.366951509514659,0.605280673212632,0.927592083487359,1
"913","lncRNA:CR43626",0.0419760777497236,0.395265038153221,0.799599962766972,1
"914","lncRNA:CR43859",1,0.317589273174573,0.0262530548273524,0.040914023770671
"915","lncRNA:CR43977",0.192800370329435,0.30684380969365,0.62486590666754,1
"916","lncRNA:CR44743",0.0880393905484652,0.596389243451417,1,0.919647230087502
"917","lncRNA:CR44811",0.533577649602968,0.688527514838245,0.896955667742875,1
"918","lncRNA:CR44867",0,0.0203662862952838,0.586328789794241,1
"919","lncRNA:CR44868",0,0,0.237230610357662,1
"920","lncRNA:CR45102",0.46205435210341,0.60554182322572,1,0.943477573664613
"921","lncRNA:CR45710",0,0,0.61665440099942,1
"922","lncRNA:CR45920",0.15930190544652,0.318462760711106,0.528042776817589,1
"923","lncRNA:Hsromega",1,0.467918717263303,0.544279317572323,0.450760542815846
"924","lok",1,0.925220495036432,0.780463706138112,0.770294195587755
"925","lola",1,0.841025039660161,0.688496677440472,0.624302553541249
"926","lolal",1,0.875320451350044,0.781016470302122,0.706013538853589
"927","LPCAT",0.432934127586702,0.596618564786659,0.788406759479436,1
"928","Lpin",1,0.797117876473277,0.556375871643428,0.614701250216636
"929","LpR1",1,0.883658531490343,0.723599100665999,0.653974785356611
"930","LpR2",0.722535262988959,0.842176274794518,0.951659429682084,1
"931","lqf",0.72419944736624,0.772612131316138,0.899963386110516,1
"932","LRP1",0.657081788871919,0.779372682288503,0.883134041870273,1
"933","Lrpprc2",1,0.907354214183073,0.881826596189491,0.765655838538944
"934","Lst",0.16425939481663,0.395168601354445,0.656841097139395,1
"935","lute",0.577779406367287,0.778579247687381,0.954650284692339,1
"936","Lztr1",1,0.857105094070045,0.823334239919672,0.736244055647168
"937","M6",0.812072560099263,0.846423831981073,0.938680853756318,1
"938","mab-21",0.623265102324216,0.78543599167678,0.961368517949049,1
"939","mam",0.304562564322085,0.446254735452473,0.809408890870022,1
"940","Mapmodulin",1,0.953923299934112,0.875016702460568,0.871706612290275
"941","Marf",1,0.926065849958456,0.870897733181421,0.814298351734663
"942","mars",1,0.840419499271002,0.660873238511578,0.549357977857029
"943","Mccc2",1,0.765725446517344,0.662167067037377,0.545635032342547
"944","Mcm2",1,0.910888680412957,0.823039858986936,0.719709326224971
"945","Mcm3",1,0.907152212820229,0.874024230796855,0.698850739458625
"946","Mcm5",1,0.911859033135667,0.860011604133635,0.72953998943214
"947","Mcm6",1,0.947087040127072,0.895628908427509,0.748368426825921
"948","Mdh1",1,0.985089190137589,0.859228887564874,0.86015036108371
"949","Mdr49",0.566971371394038,0.573939351757501,0.622759451750123,1
"950","mdy",0.691970827880416,1,0.874588021412874,0.85382732291062
"951","Med",0.853826742332482,0.871387443734451,0.991367821390885,1
"952","MED19",0.796724901757577,0.822301682503168,0.936390331242489,1
"953","mEFTs",1,0.941394341414824,0.816776732244129,0.75918727470317
"954","mei-38",1,0.857931091556256,0.775344773281082,0.640903382570571
"955","mei-41",1,0.823516200154296,0.599299221103241,0.538194290618313
"956","melt",1,0.675838384784087,0.584483502187512,0.585586906995968
"957","Men-b",1,0.796446708043536,0.624882052857457,0.50820985782491
"958","Mes2",0.156505145386871,0.437664202331866,1,0.961372103377897
"959","MESR3",0.35244506773629,0.410713279657214,0.870333621280924,1
"960","MESR6",0.326558159868168,0.513060238709997,0.907515166199324,1
"961","mew",1,0.961261092034438,0.742704877214813,0.713804007937781
"962","mey",0.647337118569473,0.850976295715357,0.962859954555906,1
"963","MFS18",0.666462720134619,0.762036599770239,1,0.891192207517343
"964","mh",1,0.843067426800569,0.717999922298083,0.638239337820066
"965","Mhcl",0.79492151370998,0.859752979076642,0.972509109633944,1
"966","mia",1,0.916195487659616,0.451248215258187,0.506539352442339
"967","mid",0.267130796843381,0.495790384583894,0.778260769988083,1
"968","Miga",1,0.955014857173067,0.799301058502735,0.755201472951799
"969","milt",0.71547385598535,0.753784771282486,0.885437542316992,1
"970","Mink",1,0.832714357386534,0.66474404271781,0.584361493443648
"971","mirr",0.726082895987834,0.86494400593715,0.953689115376044,1
"972","Mitofilin",1,0.921540320566244,0.906512120073329,0.814882545445962
"973","Mkp3",0.487992229269547,0.647036090600859,0.817174471592774,1
"974","Mlc2",0.652164862029034,0.73946121790615,0.74895272576068,1
"975","mlt",0.529437413598274,0.682397231781173,0.892512323003277,1
"976","Mmp2",0.372981820862881,0.463169602820836,0.669998041349194,1
"977","mmy",1,0.710814698305962,0.579655170429463,0.483230790269588
"978","mnb",0.431106063326277,0.549301240803391,0.846644112300338,1
"979","mnd",0.102864135493869,0.149893404438254,0.830468541754971,1
"980","Mnt",0.491072260968455,0.643738262899293,0.918464966269173,1
"981","Mo25",0.806546473297657,0.825749241152974,0.90238440397043,1
"982","Moe",1,0.878564430476774,0.729005743613555,0.684224667808119
"983","mof",1,0.867049642934229,0.767282058123606,0.716759180770606
"984","mol",0.693942116844321,1,0.455112860030067,0.532297653125116
"985","Mondo",0.672220893833146,0.746630460439718,0.853109854853954,1
"986","mop",0.811158062513186,0.828669893880893,0.892891135717564,1
"987","Mp",0.137727373037096,0.421248881683583,0.931541370816867,1
"988","Mpc1",1,0.864878163830466,0.702007177127373,0.645712417681308
"989","Mpcp2",1,0.904909230684396,0.881255211318291,0.820066677869445
"990","Mps1",1,0.958441828052146,0.813819184762763,0.741493101534812
"991","mre11",1,0.886422106200243,0.814472936729186,0.700367727838036
"992","MRP",1,0.75541526875546,0.661085282046309,0.614160465011402
"993","mRpL15",0.987787110221293,1,0.809200080145113,0.770017080478441
"994","mRpL39",1,0.97946353611371,0.868724786637079,0.771243360135005
"995","mRpS26",1,0.937664620821587,0.756656561905393,0.775741941989872
"996","mRpS30",1,0.857315960410332,0.722156024732591,0.590955922953764
"997","mRpS31",1,0.934505680960331,0.743927912176508,0.739674177955176
"998","mrt",1,0.887637351515624,0.822186555554213,0.771920819860363
"999","msb1l",1,0.907493887731043,0.751230485235349,0.6783659598459
"1000","Msh6",1,0.81100474810002,0.595929680014134,0.508877757064283
"1001","msi",0.711719905740039,1,0.953194222118231,0.960024513925433
"1002","Msp300",0.979279367941902,1,0.639581667317179,0.605261786148839
"1003","msps",1,0.910315377385244,0.802379106592631,0.777570387779581
"1004","Msr-110",1,0.815725447535072,0.824233101014114,0.884818230902231
"1005","mtgo",0.289029466419936,0.443984763038266,0.765096047477611,1
"1006","Mtl",0.769976748821091,0.792961128901891,0.986379262095878,1
"1007","Mur2B",0.548306317424607,0.368047257979799,0.958158690365921,1
"1008","mura",0.74505926546507,0.785035521993242,0.84838832906866,1
"1009","mus101",1,0.930229975139613,0.834953634726789,0.731383343706687
"1010","Mvd",0.641314082943346,0.73918101291141,0.836640626585095,1
"1011","Myc",0.571288493322951,1,0.929507658817379,0.924509515812017
"1012","Myo10A",0.831650372091191,0.824992230176763,0.902471421614542,1
"1013","Myo31DF",1,0.908844517099071,0.665620338136905,0.717846643377347
"1014","mys",1,0.925748818847268,0.821289721724242,0.837273013691971
"1015","Naa80",1,0.914815953462202,0.785492022806206,0.702728498743801
"1016","Naam",1,0.75131632989548,0.471352875465736,0.317174397217099
"1017","nab",0.601260001575164,0.891660593416484,1,0.907216440330329
"1018","NaCP60E",1,0.812292106801648,0.738055297358092,0.629389754766547
"1019","NaPi-III",1,0.757633054882612,0.567051527779665,0.425013019818454
"1020","NAT1",0.460191496130104,0.578351777505592,0.86380724289637,1
"1021","Nc73EF",1,0.928343179444436,0.835926541817732,0.739838105940239
"1022","Ncc69",0.674987854516676,0.810203959258826,0.872293528393086,1
"1023","ncd",1,0.885169894771166,0.716139665603863,0.581842248663029
"1024","Nct",0.80101049141553,0.828954362643404,0.965942838628216,1
"1025","Ndc1",1,0.921378044535712,0.866708076251428,0.75822028114699
"1026","Ndc80",1,0.894943617237908,0.770341865452374,0.689116931849953
"1027","neb",1,0.944154654102084,0.741788009353241,0.639659261772782
"1028","Nedd4",1,0.936551498756118,0.798153230634718,0.874190301594878
"1029","nemy",0.0290325774283494,0.13044017428891,0.594787127868432,1
"1030","neo",0.0931978781274865,0.233906299120242,0.734697848243306,1
"1031","Nep2",0.213966834986714,0.301215150167603,0.760802834123803,1
"1032","Nep3",0.107403149240326,0.457711914274218,1,0.892076258053762
"1033","nesd",1,0.87908044421211,0.725638529200042,0.655816636499
"1034","net",0.606661958688084,1,0.760379946865587,0.650356620453126
"1035","Nfs1",1,0.906614098221859,0.778802102292785,0.716976995338934
"1036","NijA",0.578386576811054,0.752766069406123,0.898352533953411,1
"1037","Nipsnap",1,0.909757213912941,0.787110170927281,0.759344256566575
"1038","NK7.1",0.586061162332989,0.702217868613485,0.88344625176725,1
"1039","NKAIN",0.755107723171165,0.782242358824155,0.88577933936393,1
"1040","nkd",0.515761814551781,0.648693122575515,0.768735832597784,1
"1041","nmo",0.0683135073470432,0.270669331777799,0.75954066544458,1
"1042","noc",0.733867959669183,0.792606142259413,0.931290155421594,1
"1043","nocte",0.84258777584573,0.888647155030992,0.989343464196751,1
"1044","Nopp140",0.74363641293488,0.911220865905054,1,0.926221732872112
"1045","nord",0.730729512714447,1,0.912598003765626,0.96614332440497
"1046","not",0.382185358614562,0.498527928667333,0.93413295357286,1
"1047","Nox",1,0.891360591188542,0.519859769239966,0.550211776952158
"1048","Np",0.0713565822872494,0.245174352485202,0.674306940860755,1
"1049","Nplp1",0.274049280950271,0.429446204043827,0.780842932859402,1
"1050","Nrg",1,0.789393416899954,0.662265008461345,0.678623078866752
"1051","nrv1",0.665210881851524,0.795114161286636,0.920834343030837,1
"1052","NSD",1,0.932034718337529,0.830210329140239,0.795227922672654
"1053","nub",0.630395031993978,0.801601192040939,0.943982080616966,1
"1054","numb",0.606479116215881,0.640722042490274,0.846825909320495,1
"1055","Nup133",1,0.929951397433743,0.80881304397846,0.667059326836622
"1056","Nup154",1,0.999609488179938,0.899244910854181,0.817765696681222
"1057","Nup160",1,0.944933238325411,0.812252362230894,0.77538562913842
"1058","Nup188",1,0.93148068261793,0.832357326960388,0.73057000428261
"1059","Nup205",1,0.915165716902666,0.804368190099376,0.688644563047639
"1060","Nup214",1,0.910790735755084,0.784646683954812,0.707874728011703
"1061","Nup75",1,0.928873797153775,0.822841973873645,0.788959484012284
"1062","nvy",0.513353162777966,0.764669285925913,0.883242110509093,1
"1063","nw",0.855327638979664,0.946906576007747,0.981543746579428,1
"1064","nyo",0.936751676522312,1,0.680848596481081,0.6418478986131
"1065","Oatp30B",0.348940193612071,0.523522389147003,0.941501670817383,1
"1066","Oatp74D",1,0.672149490692187,0.480043688710112,0.497743806742284
"1067","obe",1,0.844940794441973,0.750310884204823,0.727012991120565
"1068","Obp56a",0.44140871104467,0.590849293969998,0.864549695865654,1
"1069","Obp83g",1,0.230385368183372,0.0520018721948858,0.0873138791237125
"1070","obst-B",1,0.944638409981853,0.639605765703727,0.677659405356903
"1071","obst-E",1,0.177891976682128,0.153239746302124,0.113108698630677
"1072","Ocho",0.657535670467985,0.808500327619378,0.821821748455261,1
"1073","ocm",1,0.916151621924232,0.819458127847602,0.780814367377555
"1074","Oda",1,0.860136114682023,0.736171920133726,0.712545330135227
"1075","odd",0.532744494792439,0.615908946292233,0.933108297928655,1
"1076","ogre",0.504560257889295,0.704048164722553,0.976589088985278,1
"1077","olf186-F",1,0.915057788960464,0.827300799175381,0.791904665531456
"1078","ome",1,0.871706473357244,0.544603055631848,0.633332614378715
"1079","Optix",0.255227835557852,0.606012573459591,0.967202255816449,1
"1080","Orct",0.316810029910749,0.473331466304636,0.69926193373029,1
"1081","Orct2",0.313880422616609,0.496682113256289,0.766313516886057,1
"1082","Oscillin",0.358826096947325,0.584832664050226,0.989813376596781,1
"1083","Osi14",1,0.657191032635707,0.138284470164387,0.141359925043279
"1084","Osi2",1,0.947661272727534,0.0701586337889197,0.305092759028276
"1085","Ote",1,0.854497824507783,0.709169390916397,0.607244647413059
"1086","oys",0.755014343336603,0.849461354407021,0.942950426007577,1
"1087","p120ctn",0.768470755448851,0.826599501941816,0.948023809647905,1
"1088","p130CAS",0.526955669226593,0.814803456361505,0.889908629017793,1
"1089","P5CDh1",1,0.682480246274947,0.480872797494242,0.417830774943145
"1090","Pabp2",0.651169402642757,0.732601910861791,0.865206022474625,1
"1091","Paics",0.997986046120799,1,0.824832365826353,0.765267835873019
"1092","pain",0.652018382047786,0.753968485171053,0.835353764099158,1
"1093","par-1",1,0.926367823002974,0.841417692426943,0.854477392330457
"1094","parvin",1,0.831861517043446,0.659511711363661,0.58943493871138
"1095","Past1",0.760228146618092,0.809926855837215,1,0.994241141696142
"1096","path",0.0727656193674848,0.141999828641123,0.770976676739869,1
"1097","pav",1,0.878652542735533,0.756832628533265,0.649506535961818
"1098","pbl",1,0.9051019082529,0.735561247578226,0.719186032271631
"1099","pcs",1,0.95180348465654,0.862998739328714,0.842666008169892
"1100","pcx",0.788279648816869,0.805697642052958,0.978762990180329,1
"1101","Pcyt1",1,0.844325556452096,0.767733991081304,0.766019379326626
"1102","Pdcd4",1,0.787434635393727,0.569026049558987,0.513908788664282
"1103","pdgy",0.715583681076447,1,0.949286290373877,0.882233156520045
"1104","Pdi",0.552027767156702,0.632900339867784,0.894923914267876,1
"1105","Pdk",0.255031226473543,0.470885284605758,0.904483741653347,1
"1106","Pdk1",0.0598904491480838,0.286655947156657,0.811501210347148,1
"1107","pdm2",0.734232885471861,0.871593903826574,0.996707319110784,1
"1108","pdm3",0.763920410890027,0.786994454692269,0.950873917291801,1
"1109","Pdp1",1,0.576974483446226,0.297057888336297,0.258138086859363
"1110","Pdss2",1,0.8236592604645,0.67949679083879,0.638009031808641
"1111","peb",0.39970203408129,0.506940590055533,1,0.897699790998171
"1112","Pen",1,0.955218980789391,0.873768863361459,0.755482472105237
"1113","Pep",1,0.96467033320847,0.879567971959643,0.792424603027298
"1114","Pepck2",1,0.60030467854602,0.322009509324028,0.268388552128308
"1115","Peritrophin-A",1,0.939330494039261,0.53041302480891,0.543349075730412
"1116","Pex3",0.825828213144856,0.883978624682311,1,0.987169812136105
"1117","Pex6",1,0.863672146964003,0.728011967201117,0.66877606055983
"1118","Pfas",1,0.918490312439133,0.797938145551024,0.79348753998709
"1119","Pfk",1,0.754604663693336,0.420874783116324,0.387429497754604
"1120","Pfrx",1,0.925978349720006,0.739822640877547,0.697138014308366
"1121","Pgant1",1,0.777631186925987,0.647915027155056,0.61952081638842
"1122","Pgant5",0.780284679924855,0.789439158637175,0.94755789252147,1
"1123","Pgant9",0.475764792094533,0.556048187889994,0.881115291413664,1
"1124","Pgi",1,0.865594762330807,0.558093872067745,0.54072407800644
"1125","Pgk",1,0.923838908121084,0.682432642793321,0.655349932349071
"1126","Pglym78",1,0.6992978038234,0.382330903989301,0.367680938089122
"1127","Pgm1",1,0.950092314140733,0.741765611048185,0.70218674532117
"1128","PGRP-SA",1,0.715899369414888,0.39104679740091,0.312818183306389
"1129","ph-d",0.786397681608624,0.872849231177552,0.991652309143424,1
"1130","Phk-3",0.586691976221531,0.857522933684414,0.874747420584008,1
"1131","PhKgamma",1,0.958033775636384,0.810290385026501,0.825383512537815
"1132","phm",0.0212116614706914,0.212151534328327,0.959650803860459,1
"1133","Phm",0.7367241974654,0.83156552813318,1,0.98544691975555
"1134","Phs",0.755226859805889,0.874468176388735,0.999338419303559,1
"1135","phyl",0.334065713434629,0.388580519528065,0.85128232430346,1
"1136","pico",0.77728006536647,0.812070915000815,0.914526221532398,1
"1137","Picot",1,0.280530573737357,0.0788257456779194,0.0641525971011964
"1138","Piezo",1,0.59421650494083,0.534175807390623,0.598416649494237
"1139","Pif1",0.586371545753881,0.716019282867755,1,0.928060082810428
"1140","pigs",0.537306262492879,1,0.639415650897032,0.55614850613733
"1141","pinta",1,0.980609874306931,0.626692387330703,0.722016818167737
"1142","pio",0.533224699667825,0.518016621629838,0.820839333785978,1
"1143","pip",0.516746633626933,0.656693893864287,0.797563962267737,1
"1144","Pisd",1,0.595378558697934,0.358316741526199,0.380038481447749
"1145","Pits",1,0.952209391838811,0.871111481845654,0.833279744214804
"1146","pk",0.623678367728776,0.678365947309785,0.956448016996381,1
"1147","Pka-C3",1,0.922884490556823,0.57853804101885,0.588951585085991
"1148","Pka-R2",1,0.755830475840695,0.545298515957881,0.492011383001662
"1149","PKD",1,0.90161420447496,0.681044627607267,0.654277115824848
"1150","plum",1,0.781911742077645,0.625948596327075,0.632514640067187
"1151","plx",1,0.898801829157832,0.739886026458212,0.685651614940435
"1152","PMCA",1,0.85749617342868,0.770376054483856,0.814279167224564
"1153","PNPase",1,0.952472318342556,0.88216555341681,0.735030108629241
"1154","pnr",0.677756326189185,0.869205881667872,1,0.978776783129508
"1155","pnt",0.949103820585064,1,0.900423554288902,0.740059728815587
"1156","Poc1",1,0.908723549653628,0.787603739738629,0.677650700218242
"1157","pod1",0.792021220888442,0.825238546540522,0.949020156210985,1
"1158","polo",1,0.916804042067854,0.854470625035307,0.789348366718235
"1159","polybromo",1,0.870776516349344,0.717222990283926,0.655053115523017
"1160","pon",1,0.903184072185821,0.720157340732337,0.641397293183677
"1161","porin",0.85164166758333,0.919259202433846,0.988909826485834,1
"1162","Ppn",0.110039248748226,0.320845572876971,0.684941040991441,1
"1163","prage",0.44979451182637,0.499241614132888,0.813108419046662,1
"1164","PRAS40",1,0.710664919164569,0.328848891237668,0.272286234212422
"1165","prd1",0.732052114460945,0.810875904741691,0.963087190242993,1
"1166","Prestin",1,0.444130831277795,0.173806367174027,0.139715967702771
"1167","PRL-1",0.452913143484307,0.736629216296486,0.874165079986899,1
"1168","Prx3",1,0.879433321048088,0.786057410032096,0.805727995498389
"1169","ps",1,0.578517075893619,0.244492941096946,0.191457971556349
"1170","psidin",1,0.985388907809895,0.906493630933193,0.803616281873829
"1171","psq",1,0.959773578357212,0.774758412124837,0.717285164346989
"1172","Ptp99A",0.705848892243846,0.746215817405594,0.922918426745133,1
"1173","Ptpmeg2",0.638995947162067,0.717951319935476,0.834502401584323,1
"1174","Pura",1,0.880253923700731,0.676683661336936,0.804326040382822
"1175","Pvf2",0.589451293120882,0.677671501444846,0.870263666659999,1
"1176","pwn",1,0.831746135706254,0.538809767882361,0.496900210971117
"1177","Pxd",1,0.533848334895809,0.240407936635309,0.1763039602895
"1178","pyd",1,0.947075941801307,0.762857412905243,0.794255673009029
"1179","PyK",1,0.771026554619736,0.53452683704982,0.453078141283861
"1180","qin",0.199145743805728,0.513356554038166,0.845901779044244,1
"1181","qkr58E-3",1,0.964043340108389,0.889092564884591,0.781209888296633
"1182","Qsox2",0.422262260521991,0.919742803707048,1,0.99697179665165
"1183","r",1,0.955176964739541,0.841040773090946,0.807580940182313
"1184","Rab11",0.8366604817369,0.885987452259727,0.95447548771649,1
"1185","Rab23",0.741528162664135,0.883041401583496,0.918970139302641,1
"1186","Rab27",1,0.867368858497281,0.721773464232213,0.582912186455609
"1187","Rab32",0.27444666349865,0.446888468315336,0.912710589192874,1
"1188","Rab5",0.786189352274432,0.840852466922168,0.926046368442164,1
"1189","Rab6",0.630949448308632,0.726965828081441,0.906173362438622,1
"1190","Rac2",1,0.787634131318637,0.690630747472929,0.723595251267754
"1191","rad50",1,0.841990664826324,0.73294089786514,0.635953083674366
"1192","Ranbp9",1,0.977315614221876,0.860792994194487,0.816030475989808
"1193","Ras85D",0.830661516245493,0.8888375003597,0.964395385604688,1
"1194","Rassf",0.799675937683081,0.822086733597994,0.985980786497987,1
"1195","RASSF8",0.651051199706714,0.712526842202324,0.854733526819285,1
"1196","raw",0.553185273088625,0.600577775540532,0.825204972702505,1
"1197","Rbcn-3A",1,0.86687782656784,0.791444515535965,0.807587050259953
"1198","Rbfox1",0.837245573564928,1,0.790373923872866,0.749608489977518
"1199","Rcc1",1,0.906657023713459,0.889901009408607,0.794250693789682
"1200","rdo",0.773773460515898,0.838026386134996,0.935080655783535,1
"1201","rdx",0.804225500528994,0.85805076004498,0.961365444487456,1
"1202","Reck",0.393328023187056,0.600315140873037,0.969733642212432,1
"1203","RecQ5",1,0.876535992639256,0.740358608382978,0.574632168103446
"1204","red",0.426315946570957,0.663260400639171,0.867541675529682,1
"1205","ReepA",1,0.893188808076753,0.78085372941203,0.750092287692637
"1206","Reg-2",0.0933555920364962,0.452896916649014,0.892008804222842,1
"1207","Reg-5",1,0.855283904449426,0.742116567960291,0.876692945244952
"1208","Rel",1,0.90159138876781,0.779504267600415,0.771441886440889
"1209","REPTOR",1,0.922926710729266,0.560688901089098,0.492456205216973
"1210","retm",0.699782790353957,0.764754888197799,0.973078859427297,1
"1211","RfC4",1,0.894617191341261,0.808319242947433,0.663297790872788
"1212","rgn",1,0.914754278390365,0.724777492004609,0.765046815757889
"1213","rho",0.159885660132316,0.345291260211244,0.806784589099205,1
"1214","RhoGAP54D",1,0.960464689625454,0.784774297058035,0.770489102372679
"1215","RhoGEF3",0.692758403156476,0.671948170749404,0.72190994603293,1
"1216","RhoGEF4",1,0.911880774029164,0.835353880323368,0.769286581038344
"1217","RhoU",1,0.927972985256879,0.775813503390768,0.73854809008117
"1218","rig",1,0.95900805174566,0.829507690209629,0.710511046133106
